Spotting ID,Bee Spotter,Date Added to Site,Date Spotted,Year Spotted,Month Spotted,Day Spotted,Days Between Date Spotted and Date Added to Site,Latitude,Longitude,Amateur Species Identification,Expert Species Identification,Protected Species,Gender
12605,WillBDunn,2021-10-19,2021-07-21,2021,7,21,90,42.34337801,-88.36960316,,Bombus rufocinctus,False,
12606,WillBDunn,2021-10-19,2021-07-21,2021,7,21,90,42.34311156,-88.36999798,Bombus auricomus,Bombus auricomus,False,female
12607,WillBDunn,2021-10-19,2021-07-21,2021,7,21,90,42.34298027,-88.37062776,Bombus bimaculatus,Bombus bimaculatus,False,female
12608,WillBDunn,2021-10-19,2021-07-21,2021,7,21,90,42.34298756,-88.36928773,Bombus fervidus,Bombus fervidus,False,female
12609,WillBDunn,2021-10-19,2021-07-21,2021,7,21,90,42.34304178,-88.36817408,Bombus rufocinctus,Bombus rufocinctus,False,male
11963,lgorajski,2021-07-22,2021-07-22,2021,7,22,0,41.82916764,-87.80500889,,Bombus griseocollis,False,female
11964,lgorajski,2021-07-22,2021-07-22,2021,7,22,0,41.82926357,-87.8050518,Bombus pensylvanicus,Apis mellifera,False,female
11965,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.2817456,-89.05141115,Bombus impatiens,Bombus impatiens,False,female
11966,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28179984,-89.05117452,,Bombus citrinus,False,male
11967,wmct276,2021-07-22,2021-07-22,2021,7,22,0,41.77301864,-88.77197273,,Bombus citrinus,False,male
11968,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.27835944,-88.97827211,Bombus affinis,Bombus affinis,True,
11969,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28167102,-89.0513277,,Bombus impatiens,False,female
11970,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.281715,-89.05130148,Bombus griseocollis,Bombus griseocollis,False,male
11971,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28163915,-89.05129432,,Bombus impatiens,False,female
11972,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28160035,-89.05137301,Bombus griseocollis,Bombus griseocollis,False,male
11973,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28167642,-89.05132771,Bombus impatiens,Bombus impatiens,False,female
11974,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28157918,-89.0512824,,Bombus impatiens,False,female
11975,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28157411,-89.05131936,,Bombus impatiens,False,female
11976,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28199563,-89.0512234,,Bombus impatiens,False,female
11977,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28200098,-89.05127644,,Bombus griseocollis,False,male
11978,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28177559,-89.05135632,,Bombus griseocollis,False,male
11980,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28175221,-89.05132711,Bombus griseocollis,Bombus griseocollis,False,male
11981,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28175028,-89.05125618,,Bombus fervidus,False,male
11982,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28449313,-89.05516863,,Bombus bimaculatus,False,
11983,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28457173,-89.05502558,,Bombus impatiens,False,female
11984,wmct276,2021-07-22,2021-07-22,2021,7,22,0,42.28473627,-89.05534506,,Bombus citrinus,False,male
12039,RiverSky2020,2021-07-26,2021-07-22,2021,7,22,4,41.89935222,-87.80734777,,Bombus griseocollis,False,male
12062,SSaffer,2021-07-27,2021-07-22,2021,7,22,5,40.935459,-88.232831,Bombus pensylvanicus,Bombus pensylvanicus,False,female
12662,chansenfp1,2021-11-28,2021-07-22,2021,7,22,129,42.05399294,-88.16991806,Bombus pensylvanicus,Bombus auricomus,False,female
12663,chansenfp1,2021-11-28,2021-07-22,2021,7,22,129,42.05373801,-88.18399429,Bombus pensylvanicus,Bombus auricomus,False,female
12664,chansenfp1,2021-11-28,2021-07-22,2021,7,22,129,42.04277538,-88.15790176,Bombus fervidus,Bombus fervidus,False,female
12665,chansenfp1,2021-11-28,2021-07-22,2021,7,22,129,42.0565421,-88.19532394,Bombus fervidus,Bombus fervidus,False,female
12666,chansenfp1,2021-11-28,2021-07-22,2021,7,22,129,42.05450278,-88.17232132,Bombus fervidus,Bombus fervidus,False,female
12667,chansenfp1,2021-11-28,2021-07-22,2021,7,22,129,42.05246339,-88.1977272,Bombus impatiens,Bombus impatiens,False,female
12668,chansenfp1,2021-11-28,2021-07-22,2021,7,22,129,42.05148748,-88.17176342,Bombus bimaculatus,Bombus griseocollis,False,female
12669,chansenfp1,2021-11-28,2021-07-22,2021,7,22,129,42.05577736,-88.18399429,Bombus impatiens,Bombus impatiens,False,female
12079,celkins23,2021-07-28,2021-07-23,2021,7,23,5,42.21840828,-88.3519419,Bombus fervidus,Bombus fervidus,False,
12544,trouble,2021-09-29,2021-07-23,2021,7,23,68,41.955,-88.432,Apis mellifera,Apis mellifera,False,female
12545,trouble,2021-09-29,2021-07-23,2021,7,23,68,41.955,-88.432,Apis mellifera,Apis mellifera,False,female
12586,kbajkogreen,2021-10-10,2021-07-23,2021,7,23,79,42.22459966,-89.18724775,Bombus affinis,Bombus griseocollis,False,male
12004,Sallieannatkins,2021-07-25,2021-07-24,2021,7,24,1,39.13388,-84.41204,Bombus griseocollis,Bombus griseocollis,False,
12005,Sallieannatkins,2021-07-25,2021-07-24,2021,7,24,1,39.13388,-84.41204,Bombus griseocollis,Bombus impatiens,False,female
12006,Sallieannatkins,2021-07-25,2021-07-24,2021,7,24,1,39.13388,-84.41204,Bombus impatiens,Bombus impatiens,False,female
12007,Sallieannatkins,2021-07-25,2021-07-24,2021,7,24,1,39.13388,-84.41204,Bombus impatiens,Bombus impatiens,False,female
12008,Sallieannatkins,2021-07-25,2021-07-24,2021,7,24,1,39.13388,-84.41204,Bombus vagans,Bombus impatiens,False,female
12009,Sallieannatkins,2021-07-25,2021-07-24,2021,7,24,1,39.13388,-84.41204,Bombus vagans,Bombus griseocollis,False,male
12010,Sallieannatkins,2021-07-25,2021-07-24,2021,7,24,1,39.13388,-84.41204,Apis mellifera,Apis mellifera,False,
12011,Sallieannatkins,2021-07-25,2021-07-24,2021,7,24,1,39.13388,-84.41204,Apis mellifera,Apis mellifera,False,female
12012,Sallieannatkins,2021-07-25,2021-07-24,2021,7,24,1,39.13388,-84.41204,Apis mellifera,Apis mellifera,False,female
12013,Sallieannatkins,2021-07-25,2021-07-24,2021,7,24,1,39.13388,-84.41204,Apis mellifera,Apis mellifera,False,female
12014,Sallieannatkins,2021-07-25,2021-07-24,2021,7,24,1,39.13388,-84.41204,,Apis mellifera,False,female
12047,lilyaceae,2021-07-27,2021-07-24,2021,7,24,3,37.44560357,-88.4934032,Bombus impatiens,Bombus impatiens,False,female
12078,celkins23,2021-07-28,2021-07-24,2021,7,24,4,42.21834122,-88.35150235,Bombus citrinus,Bombus citrinus,False,female
12660,chansenfp1,2021-11-28,2021-07-24,2021,7,24,127,42.05005746,-88.17764282,Bombus impatiens,Bombus impatiens,False,female
12661,chansenfp1,2021-11-28,2021-07-24,2021,7,24,127,42.05603228,-88.15378189,Bombus griseocollis,Bombus griseocollis,False,male
12002,wings93,2021-07-25,2021-07-25,2021,7,25,0,39.32497363,-89.73023951,Bombus bimaculatus,Bombus bimaculatus,False,
12003,wings93,2021-07-25,2021-07-25,2021,7,25,0,39.32495288,-89.7302556,Bombus bimaculatus,Bombus bimaculatus,False,male
12015,ron_beespotter,2021-07-25,2021-07-25,2021,7,25,0,35.25395552,-79.37553406,,Bombus griseocollis,False,female
12016,wmct276,2021-07-25,2021-07-25,2021,7,25,0,42.29953005,-89.12227512,,Bombus fervidus,False,female
12018,wmct276,2021-07-25,2021-07-25,2021,7,25,0,42.37745552,-89.31903839,,Bombus bimaculatus,False,male
12020,aehank,2021-07-25,2021-07-25,2021,7,25,0,42.02489206,-87.66715156,Apis mellifera,Apis mellifera,False,female
12059,wmct276,2021-07-27,2021-07-25,2021,7,25,2,42.29967201,-89.1219151,Bombus impatiens,Bombus impatiens,False,female
12109,andreahark67,2021-08-01,2021-07-25,2021,7,25,7,,,Bombus griseocollis,Bombus griseocollis,False,female
12023,roehrigae,2021-07-26,2021-07-26,2021,7,26,0,40.36644172,-88.98766994,Bombus griseocollis,Bombus griseocollis,False,female
12025,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.26294289,-89.04797554,Bombus rufocinctus,Bombus rufocinctus,False,male
12026,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.26284177,-89.04799938,,Bombus rufocinctus,False,male
12027,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.26278872,-89.04794932,,Bombus rufocinctus,False,female
12028,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.26286646,-89.047997,,Bombus rufocinctus,False,male
12029,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.26287706,-89.04794693,Bombus impatiens,Bombus impatiens,False,
12030,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.26287794,-89.04816031,Bombus impatiens,Bombus impatiens,False,female
12031,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.26288682,-89.04824674,,Bombus rufocinctus,False,male
12032,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.26285599,-89.04785395,Bombus rufocinctus,Bombus rufocinctus,False,male
12033,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.2629194,-89.04791236,,Bombus citrinus,False,male
12034,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.2628824,-89.0480721,Bombus rufocinctus,Bombus rufocinctus,False,male
12035,conch1013,2021-07-26,2021-07-26,2021,7,26,0,39.79165484,-89.73632813,,Bombus griseocollis,False,male
12037,conch1013,2021-07-26,2021-07-26,2021,7,26,0,39.80734046,-89.65942383,,Apis mellifera,False,female
12040,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.26357401,-89.04647231,,Bombus rufocinctus,False,male
12041,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.26359039,-89.04654384,,Bombus rufocinctus,False,male
12042,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.26405091,-89.04601991,,Bombus impatiens,False,female
12043,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.28169836,-89.05132413,,Bombus bimaculatus,False,male
12044,wmct276,2021-07-26,2021-07-26,2021,7,26,0,42.28172796,-89.05130625,Bombus impatiens,Bombus impatiens,False,female
12045,Waldschmidt67,2021-07-26,2021-07-26,2021,7,26,0,40.63531563,-89.46592475,Bombus affinis,Bombus affinis,True,male
12110,andreahark67,2021-08-01,2021-07-26,2021,7,26,6,41.89163972,-87.6727438,Apis mellifera,Apis mellifera,False,female
12638,Dicentra,2021-11-21,2021-07-26,2021,7,26,118,41.92634889,-88.35139274,Bombus impatiens,Bombus impatiens,False,
12639,Dicentra,2021-11-22,2021-07-26,2021,7,26,119,41.92649622,-88.35146427,Bombus auricomus,Bombus auricomus,False,female
12046,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.16685811,-89.07422591,Bombus affinis,Bombus affinis,True,
12048,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.26322829,-89.04760599,,Bombus impatiens,False,
12049,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.26308085,-89.04823542,Bombus impatiens,Bombus impatiens,False,female
12050,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.26302968,-89.04816985,,Bombus rufocinctus,False,female
12051,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.26303586,-89.04825568,,Bombus rufocinctus,False,female
12052,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.26198335,-89.05001402,,Bombus impatiens,False,
12053,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.26194062,-89.04960513,,Bombus citrinus,False,male
12054,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.26192297,-89.04955566,,Bombus rufocinctus,False,female
12055,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.2620257,-89.04933095,,Bombus rufocinctus,False,female
12056,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.26210775,-89.04928803,,Bombus rufocinctus,False,male
12057,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.33455892,-88.91760693,Bombus affinis,Bombus affinis,True,male
12058,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.26213863,-89.04902935,,Bombus rufocinctus,False,male
12060,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.25584707,-89.08478737,Bombus griseocollis,Bombus griseocollis,False,male
12061,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.33857183,-89.00007227,Bombus affinis,Bombus affinis,True,male
12063,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.27635519,-89.02205825,Bombus rufocinctus,Bombus rufocinctus,False,female
12064,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.27633187,-89.02193189,Bombus griseocollis,Bombus griseocollis,False,male
12065,wmct276,2021-07-27,2021-07-27,2021,7,27,0,42.27638126,-89.02198434,,Bombus citrinus,False,male
12640,Dicentra,2021-11-22,2021-07-27,2021,7,27,118,41.9266133,-88.35080624,Bombus impatiens,Bombus impatiens,False,
12641,Dicentra,2021-11-22,2021-07-27,2021,7,27,118,41.92663458,-88.350842,Bombus auricomus,Bombus auricomus,False,female
12642,Dicentra,2021-11-22,2021-07-27,2021,7,27,118,41.92541777,-88.34715128,Bombus pensylvanicus,Bombus auricomus,False,female
12069,LoLo,2021-07-28,2021-07-28,2021,7,28,0,41.4313711,-81.39199734,,Bombus impatiens,False,
12070,Ann,2021-07-28,2021-07-28,2021,7,28,0,40.76665368,-89.50890899,Bombus pensylvanicus,Bombus pensylvanicus,False,female
12072,celkins23,2021-07-28,2021-07-28,2021,7,28,0,42.21858976,-88.35181654,Bombus rufocinctus,Bombus rufocinctus,False,
12073,celkins23,2021-07-28,2021-07-28,2021,7,28,0,42.21823356,-88.35193097,Bombus impatiens,Bombus impatiens,False,
12074,celkins23,2021-07-28,2021-07-28,2021,7,28,0,42.21843808,-88.35163532,Bombus griseocollis,Bombus griseocollis,False,male
12075,celkins23,2021-07-28,2021-07-28,2021,7,28,0,42.218546,-88.35168441,Bombus bimaculatus,Bombus bimaculatus,False,male
12076,celkins23,2021-07-28,2021-07-28,2021,7,28,0,42.21860526,-88.35113151,Apis mellifera,Apis mellifera,False,female
12546,trouble,2021-09-29,2021-07-28,2021,7,28,63,41.955,-88.432,Apis mellifera,Apis mellifera,False,female
12643,Dicentra,2021-11-22,2021-07-28,2021,7,28,117,41.92590553,-88.34908247,Bombus impatiens,Bombus impatiens,False,female
12644,Dicentra,2021-11-22,2021-07-28,2021,7,28,117,41.92679165,-88.34736228,Bombus griseocollis,Bombus griseocollis,False,female
12645,Dicentra,2021-11-22,2021-07-28,2021,7,28,117,41.9249814,-88.34830284,Bombus auricomus,Bombus auricomus,False,female
12658,chansenfp1,2021-11-28,2021-07-28,2021,7,28,123,42.05133213,-88.16390991,Bombus fervidus,Bombus fervidus,False,female
12081,wmct276,2021-07-29,2021-07-29,2021,7,29,0,42.28175932,-89.05133843,,Bombus fervidus,False,male
12083,KarenJohnson501,2021-07-29,2021-07-29,2021,7,29,0,41.73808715,-88.49896073,,Bombus rufocinctus,False,male
12085,KarenJohnson501,2021-07-29,2021-07-29,2021,7,29,0,41.73824727,-88.49893928,Bombus citrinus,Bombus citrinus,False,male
12086,Sara Ryan,2021-07-29,2021-07-29,2021,7,29,0,41.65579354,-87.8068006,Bombus citrinus,Bombus impatiens,False,female
12087,kzfisherman,2021-07-30,2021-07-29,2021,7,29,1,42.42492791,-88.33738963,Bombus affinis,Bombus affinis,True,male
12088,wscovill,2021-07-30,2021-07-29,2021,7,29,1,41.72699914,-88.26678336,Bombus fervidus,Bombus fervidus,False,
12131,KarenJohnson501,2021-08-04,2021-07-29,2021,7,29,6,41.72367073,-88.46311458,Bombus affinis,Bombus affinis,True,
12704,woodstocknaturalyard,2022-03-13,2021-07-29,2021,7,29,227,42.33815024,-88.352952,,Bombus rufocinctus,False,male
12775,johnhens,2022-05-30,2021-07-29,2021,7,29,305,41.73867057,-88.49871397,Bombus rufocinctus,Bombus griseocollis,False,male
12089,pjohnson,2021-07-30,2021-07-30,2021,7,30,0,42.4002159,-90.29977349,,Bombus vagans,False,male
12090,pjohnson,2021-07-30,2021-07-30,2021,7,30,0,42.28363739,-90.19586941,Bombus affinis,Bombus affinis,True,male
12102,Joe Pye,2021-07-31,2021-07-30,2021,7,30,1,44.94863427,-93.392916,Bombus affinis,Bombus affinis,True,female
12132,Joyce,2021-08-04,2021-07-30,2021,7,30,5,42.33834703,-89.06954904,Bombus citrinus,Bombus citrinus,False,male
12097,pjohnson,2021-07-31,2021-07-31,2021,7,31,0,42.40025428,-90.29999107,Bombus citrinus,Bombus bimaculatus,False,female
12104,celkins23,2021-08-01,2021-07-31,2021,7,31,1,42.2175558,-88.35193634,Bombus rufocinctus,Bombus rufocinctus,False,
12105,celkins23,2021-08-01,2021-07-31,2021,7,31,1,42.2183961,-88.35138395,Bombus rufocinctus,Bombus rufocinctus,False,female
12128,KarenJohnson501,2021-08-04,2021-07-31,2021,7,31,4,42.01433821,-88.25276613,Bombus vagans,Bombus vagans,False,
12129,KarenJohnson501,2021-08-04,2021-07-31,2021,7,31,4,42.01379616,-88.2521224,Bombus rufocinctus,Bombus rufocinctus,False,
12130,KarenJohnson501,2021-08-04,2021-07-31,2021,7,31,4,42.01524893,-88.25523376,Bombus fervidus,Bombus fervidus,False,female
12547,trouble,2021-09-29,2021-07-31,2021,7,31,60,41.955,-88.432,Apis mellifera,Apis mellifera,False,female
12548,trouble,2021-09-29,2021-07-31,2021,7,31,60,41.955,-88.432,Apis mellifera,Apis mellifera,False,female
12549,trouble,2021-09-29,2021-07-31,2021,7,31,60,41.955,-88.432,Apis mellifera,Apis mellifera,False,female
13761,Visnake,2023-01-08,2021-07-31,2021,7,31,526,42.27411554,-88.0957818,,Bombus vagans,False,female
12115,JudyM,2021-08-02,2021-08-02,2021,8,2,0,37.72161898,-89.26252127,,Bombus impatiens,False,female
12236,Tallman,2021-08-11,2021-08-02,2021,8,2,9,40.09198667,-88.19653094,Bombus impatiens,Bombus impatiens,False,female
12119,svinson,2021-08-03,2021-08-03,2021,8,3,0,40.10146203,-88.08176994,,Bombus impatiens,False,female
12120,svinson,2021-08-03,2021-08-03,2021,8,3,0,40.10150512,-88.08185577,,Bombus impatiens,False,female
12121,celkins23,2021-08-04,2021-08-03,2021,8,3,1,42.39080622,-88.51167564,Bombus affinis,Bombus affinis,True,
12550,trouble,2021-09-29,2021-08-03,2021,8,3,57,41.955,-88.432,Apis mellifera,Apis mellifera,False,female
12551,trouble,2021-09-29,2021-08-03,2021,8,3,57,41.955,-88.432,Apis mellifera,Apis mellifera,False,female
12552,trouble,2021-09-29,2021-08-03,2021,8,3,57,41.955,-88.432,Apis mellifera,Apis mellifera,False,female
12553,trouble,2021-09-29,2021-08-03,2021,8,3,57,41.955,-88.432,Apis mellifera,Apis mellifera,False,female
12554,trouble,2021-09-29,2021-08-03,2021,8,3,57,41.955,-88.432,Apis mellifera,Apis mellifera,False,female
12123,Joyce,2021-08-04,2021-08-04,2021,8,4,0,42.32555826,-89.06921983,Bombus rufocinctus,Bombus rufocinctus,False,
12124,Joyce,2021-08-04,2021-08-04,2021,8,4,0,42.32558206,-89.06900525,Bombus rufocinctus,Bombus rufocinctus,False,
12149,BrittanyBuckles,2021-08-07,2021-08-04,2021,8,4,3,42.15656247,-88.15614693,Bombus affinis,Bombus affinis,True,
12260,celkins23,2021-08-13,2021-08-04,2021,8,4,9,42.21833316,-88.35153579,Bombus impatiens,Bombus impatiens,False,female
12135,tbrass1,2021-08-05,2021-08-05,2021,8,5,0,42.29190551,-89.06456566,Bombus impatiens,Bombus impatiens,False,
12136,tbrass1,2021-08-05,2021-08-05,2021,8,5,0,42.29190233,-89.06458712,Bombus impatiens,Bombus impatiens,False,
12137,tbrass1,2021-08-05,2021-08-05,2021,8,5,0,42.29190169,-89.06457746,Bombus impatiens,Bombus impatiens,False,
12610,celkins23,2021-10-21,2021-08-05,2021,8,5,77,42.33948476,-88.36532594,Bombus citrinus,Bombus citrinus,False,male
12611,celkins23,2021-10-21,2021-08-05,2021,8,5,77,42.3380044,-88.36624146,Bombus citrinus,Bombus citrinus,False,male
12612,celkins23,2021-10-21,2021-08-05,2021,8,5,77,42.33931558,-88.36566924,Bombus citrinus,Bombus citrinus,False,male
12613,celkins23,2021-10-21,2021-08-05,2021,8,5,77,42.34041526,-88.36458207,Bombus citrinus,Bombus citrinus,False,male
12614,celkins23,2021-10-21,2021-08-05,2021,8,5,77,42.33927328,-88.36572647,Bombus citrinus,Bombus citrinus,False,male
12615,celkins23,2021-10-21,2021-08-05,2021,8,5,77,42.33944248,-88.36601257,Bombus rufocinctus,Bombus rufocinctus,False,
12616,celkins23,2021-10-21,2021-08-05,2021,8,5,77,42.33948477,-88.36675644,Bombus rufocinctus,Bombus rufocinctus,False,
12617,celkins23,2021-10-21,2021-08-05,2021,8,5,77,42.33956935,-88.36601257,Bombus rufocinctus,Bombus rufocinctus,False,male
12618,celkins23,2021-10-21,2021-08-05,2021,8,5,77,42.33880803,-88.36544036,Bombus rufocinctus,Bombus rufocinctus,False,male
12619,celkins23,2021-10-21,2021-08-05,2021,8,5,77,42.33920323,-88.36592674,Bombus rufocinctus,Bombus rufocinctus,False,male
12620,celkins23,2021-10-21,2021-08-05,2021,8,5,77,42.339231,-88.36555481,Bombus rufocinctus,Bombus rufocinctus,False,
12623,celkins23,2021-10-21,2021-08-05,2021,8,5,77,42.33897722,-88.36526869,Bombus griseocollis,Bombus griseocollis,False,
12142,pam924,2021-08-06,2021-08-06,2021,8,6,0,42.07329953,-89.7408883,,Bombus affinis,True,female
12145,Tnkim88,2021-08-07,2021-08-06,2021,8,6,1,41.74129281,-87.97395935,Bombus variabilis,Apis mellifera,False,female
12146,Tnkim88,2021-08-07,2021-08-06,2021,8,6,1,41.74,-87.94,Bombus affinis,Bombus impatiens,False,
12159,Joe_Bauer,2021-08-09,2021-08-06,2021,8,6,3,42.34395249,-88.18513155,,Bombus fervidus,False,male
12148,wmct276,2021-08-07,2021-08-07,2021,8,7,0,41.69598024,-89.74676609,Bombus impatiens,Bombus impatiens,False,
12150,tulleykm,2021-08-07,2021-08-07,2021,8,7,0,42.40519807,-90.33690243,,Bombus vagans,False,female
12156,wscovill,2021-08-09,2021-08-07,2021,8,7,2,41.72700265,-88.26681554,Bombus perplexus,Bombus rufocinctus,False,
12157,wscovill,2021-08-09,2021-08-07,2021,8,7,2,41.72703468,-88.26680481,Bombus fervidus,Bombus fervidus,False,female
12153,lotusblossom02,2021-08-08,2021-08-08,2021,8,8,0,40.18425635,-88.39317977,Bombus griseocollis,Bombus griseocollis,False,
12154,tulleykm,2021-08-08,2021-08-08,2021,8,8,0,41.8990464,-87.79222012,,Apis mellifera,False,female
12158,wscovill,2021-08-09,2021-08-08,2021,8,8,1,41.72693058,-88.2669872,Bombus fervidus,Bombus fervidus,False,
12189,celkins23,2021-08-10,2021-08-10,2021,8,10,0,42.29592609,-88.48433692,Bombus affinis,Bombus affinis,True,female
12207,Houseoftro,2021-08-10,2021-08-10,2021,8,10,0,41.85709165,-87.90143967,,Bombus impatiens,False,female
12259,celkins23,2021-08-13,2021-08-10,2021,8,10,3,42.21820603,-88.35213661,Bombus bimaculatus,Bombus bimaculatus,False,
12237,wmct276,2021-08-11,2021-08-11,2021,8,11,0,42.26732609,-89.03624177,Bombus impatiens,Bombus impatiens,False,female
12238,wmct276,2021-08-11,2021-08-11,2021,8,11,0,42.26727128,-89.0359509,,Bombus rufocinctus,False,male
12239,wmct276,2021-08-11,2021-08-11,2021,8,11,0,42.26720424,-89.03550148,Bombus impatiens,Bombus impatiens,False,female
12240,wmct276,2021-08-11,2021-08-11,2021,8,11,0,42.26777511,-89.03802395,,Bombus griseocollis,False,female
12241,wmct276,2021-08-11,2021-08-11,2021,8,11,0,42.26781863,-89.0392077,Bombus impatiens,Bombus impatiens,False,female
12242,wmct276,2021-08-11,2021-08-11,2021,8,11,0,42.26132266,-89.05096889,Bombus impatiens,Bombus impatiens,False,female
12258,celkins23,2021-08-13,2021-08-11,2021,8,11,2,42.21824841,-88.35207939,Bombus rufocinctus,Bombus rufocinctus,False,male
12697,mark_d_fna,2022-02-04,2021-08-11,2021,8,11,177,41.76792628,-88.11853731,Bombus affinis,Bombus affinis,True,
12245,wmct276,2021-08-12,2021-08-12,2021,8,12,0,42.37143176,-89.32427407,,Bombus pensylvanicus,False,female
12246,wmct276,2021-08-12,2021-08-12,2021,8,12,0,42.37104249,-89.31373596,Bombus impatiens,Bombus impatiens,False,male
12247,wmct276,2021-08-12,2021-08-12,2021,8,12,0,42.36598523,-89.31188584,Bombus impatiens,Bombus impatiens,False,
12248,wmct276,2021-08-12,2021-08-12,2021,8,12,0,42.36327939,-89.32384493,,Bombus citrinus,False,male
12249,SwarmsOfBees,2021-08-12,2021-08-12,2021,8,12,0,41.96260434,-87.67928839,Bombus citrinus,Apis mellifera,False,female
12253,celkins23,2021-08-13,2021-08-12,2021,8,12,1,42.21839673,-88.35202217,Bombus rufocinctus,Bombus rufocinctus,False,
12254,celkins23,2021-08-13,2021-08-12,2021,8,12,1,42.21839673,-88.35207939,Apis mellifera,Apis mellifera,False,female
12255,celkins23,2021-08-13,2021-08-12,2021,8,12,1,42.21833316,-88.35196495,Bombus fervidus,Bombus fervidus,False,female
12256,celkins23,2021-08-13,2021-08-12,2021,8,12,1,42.21814247,-88.35179328,,Bombus impatiens,False,female
12257,celkins23,2021-08-13,2021-08-12,2021,8,12,1,42.21814246,-88.35233688,Bombus griseocollis,Bombus griseocollis,False,
12250,wmct276,2021-08-13,2021-08-13,2021,8,13,0,42.28196526,-89.05141413,Bombus impatiens,Bombus impatiens,False,female
12252,celkins23,2021-08-13,2021-08-13,2021,8,13,0,42.27769312,-88.30070972,Bombus fervidus,Bombus fervidus,False,female
12343,goldfinch627,2021-08-18,2021-08-13,2021,8,13,5,41.7992224,-89.43505152,Bombus affinis,Bombus affinis,True,
12261,wmct276,2021-08-14,2021-08-14,2021,8,14,0,41.69914898,-89.7457552,Bombus impatiens,Bombus impatiens,False,
12262,wmct276,2021-08-14,2021-08-14,2021,8,14,0,41.69851925,-89.74521636,Bombus impatiens,Bombus impatiens,False,
12263,wmct276,2021-08-14,2021-08-14,2021,8,14,0,42.29044585,-88.99592399,Bombus impatiens,Bombus impatiens,False,male
12264,wmct276,2021-08-14,2021-08-14,2021,8,14,0,42.29007217,-88.99674416,Bombus impatiens,Bombus impatiens,False,male
12265,wmct276,2021-08-14,2021-08-14,2021,8,14,0,42.28949279,-88.99655343,Bombus vagans,Bombus impatiens,False,male
12266,wmct276,2021-08-14,2021-08-14,2021,8,14,0,42.29087641,-88.99644852,Bombus impatiens,Bombus impatiens,False,male
12267,wmct276,2021-08-14,2021-08-14,2021,8,14,0,42.29002191,-88.9969921,,Bombus citrinus,False,male
12268,wmct276,2021-08-14,2021-08-14,2021,8,14,0,42.28868149,-88.99624825,Bombus impatiens,Bombus impatiens,False,male
12269,wmct276,2021-08-14,2021-08-14,2021,8,14,0,42.28950382,-88.99668216,Bombus impatiens,Bombus impatiens,False,male
12270,wmct276,2021-08-14,2021-08-14,2021,8,14,0,42.28882963,-88.99570466,,Bombus impatiens,False,male
12271,wmct276,2021-08-14,2021-08-14,2021,8,14,0,42.31478138,-89.09779773,Bombus affinis,Bombus affinis,True,male
